Region,Feature,U_statistic,AUC,p_value,hup_n,mni_n,p_value_bonferroni_threshold,significant_bonferroni,p_value_fdr,significant_fdr
Left-Hippocampus,alphaRel_mean,31.0,0.3875,0.4597559303441656,10,8,0.00021645021645021645,False,0.7479128162641004,False
Left-Hippocampus,betaRel_mean,38.0,0.475,0.8967503085150144,10,8,0.00021645021645021645,False,0.9596774193548387,False
Left-Hippocampus,gammaRel_mean,45.0,0.5625,0.6964669317610493,10,8,0.00021645021645021645,False,0.9116478404975775,False
Left-Hippocampus,entropy_1min_mean,43.0,0.5375,0.8285570638511814,10,8,0.00021645021645021645,False,0.9569834087481146,False
Left-Hippocampus,entropy_fullts_mean,43.0,0.5375,0.8285570638511814,10,8,0.00021645021645021645,False,0.9569834087481146,False
ctx-rh-middletemporal,deltaRel_mean,196.0,0.717948717948718,0.03653960781223442,13,21,0.00021645021645021645,False,0.4019356859345786,False
ctx-rh-middletemporal,thetaRel_mean,190.0,0.6959706959706959,0.060348303962707475,13,21,0.00021645021645021645,False,0.42898198953074085,False
ctx-rh-middletemporal,alphaRel_mean,120.0,0.43956043956043955,0.570703359026364,13,21,0.00021645021645021645,False,0.8305578524315904,False
ctx-rh-middletemporal,betaRel_mean,74.0,0.27106227106227104,0.028007113147075272,13,21,0.00021645021645021645,False,0.3876343106902203,False
ctx-rh-middletemporal,gammaRel_mean,62.0,0.2271062271062271,0.008730041623465717,13,21,0.00021645021645021645,False,0.24099587866657926,False
ctx-rh-middletemporal,entropy_1min_mean,182.0,0.6666666666666666,0.11077211141819034,13,21,0.00021645021645021645,False,0.5038067844029868,False
ctx-rh-middletemporal,entropy_fullts_mean,182.0,0.6666666666666666,0.11077211141819034,13,21,0.00021645021645021645,False,0.5038067844029868,False
ctx-rh-inferiortemporal,deltaRel_mean,119.0,0.8321678321678322,0.00646885998797887,13,11,0.00021645021645021645,False,0.24099587866657926,False
ctx-rh-inferiortemporal,thetaRel_mean,74.0,0.5174825174825175,0.9077531215721959,13,11,0.00021645021645021645,False,0.9601463551927949,False
ctx-rh-inferiortemporal,alphaRel_mean,30.0,0.2097902097902098,0.017530018461674988,13,11,0.00021645021645021645,False,0.3114949434343786,False
ctx-rh-inferiortemporal,betaRel_mean,48.0,0.3356643356643357,0.1826826235708774,13,11,0.00021645021645021645,False,0.5925155925155926,False
ctx-rh-inferiortemporal,gammaRel_mean,70.0,0.48951048951048953,0.9537991725415175,13,11,0.00021645021645021645,False,0.9792338171426246,False
ctx-rh-inferiortemporal,entropy_1min_mean,94.0,0.6573426573426573,0.20244943712253283,13,11,0.00021645021645021645,False,0.5936434533840185,False
ctx-rh-inferiortemporal,entropy_fullts_mean,94.0,0.6573426573426573,0.20244943712253283,13,11,0.00021645021645021645,False,0.5936434533840185,False
ctx-lh-precentral,deltaRel_mean,60.0,0.6122448979591837,0.44296525627794986,7,14,0.00021645021645021645,False,0.7479128162641004,False
ctx-lh-precentral,thetaRel_mean,45.0,0.45918367346938777,0.7990024079807363,7,14,0.00021645021645021645,False,0.9416814094058678,False
ctx-lh-precentral,alphaRel_mean,44.0,0.4489795918367347,0.743326453388373,7,14,0.00021645021645021645,False,0.9325077399380806,False
ctx-lh-precentral,betaRel_mean,33.0,0.336734693877551,0.25452356381148955,7,14,0.00021645021645021645,False,0.6681243550051601,False
ctx-lh-precentral,gammaRel_mean,81.0,0.826530612244898,0.01585827313381493,7,14,0.00021645021645021645,False,0.3052717578259374,False
ctx-lh-precentral,entropy_1min_mean,46.0,0.46938775510204084,0.8557447540419678,7,14,0.00021645021645021645,False,0.9596774193548387,False
ctx-lh-precentral,entropy_fullts_mean,46.0,0.46938775510204084,0.8557447540419678,7,14,0.00021645021645021645,False,0.9596774193548387,False
ctx-lh-inferiorparietal,deltaRel_mean,30.0,0.6666666666666666,0.36363636363636365,9,5,0.00021645021645021645,False,0.711864406779661,False
ctx-lh-inferiorparietal,thetaRel_mean,34.0,0.7555555555555555,0.14685314685314685,9,5,0.00021645021645021645,False,0.5461529641096206,False
ctx-lh-inferiorparietal,alphaRel_mean,18.0,0.4,0.6063936063936064,9,5,0.00021645021645021645,False,0.8593676262387919,False
ctx-lh-inferiorparietal,betaRel_mean,8.0,0.17777777777777778,0.05994005994005994,9,5,0.00021645021645021645,False,0.42898198953074085,False
ctx-lh-inferiorparietal,gammaRel_mean,20.0,0.4444444444444444,0.7972027972027972,9,5,0.00021645021645021645,False,0.9416814094058678,False
ctx-lh-inferiorparietal,entropy_1min_mean,24.0,0.5333333333333333,0.8981018981018981,9,5,0.00021645021645021645,False,0.9596774193548387,False
ctx-lh-inferiorparietal,entropy_fullts_mean,24.0,0.5333333333333333,0.8981018981018981,9,5,0.00021645021645021645,False,0.9596774193548387,False
ctx-rh-parsopercularis,deltaRel_mean,85.0,0.53125,0.8125242693153686,10,16,0.00021645021645021645,False,0.9479449808679301,False
ctx-rh-parsopercularis,thetaRel_mean,103.0,0.64375,0.2356799134290375,10,16,0.00021645021645021645,False,0.6404948235542078,False
ctx-rh-parsopercularis,alphaRel_mean,108.0,0.675,0.14723225536366547,10,16,0.00021645021645021645,False,0.5461529641096206,False
ctx-rh-parsopercularis,betaRel_mean,52.0,0.325,0.14723225536366547,10,16,0.00021645021645021645,False,0.5461529641096206,False
ctx-rh-parsopercularis,gammaRel_mean,44.0,0.275,0.0613431014210645,10,16,0.00021645021645021645,False,0.42898198953074085,False
ctx-rh-parsopercularis,entropy_1min_mean,98.0,0.6125,0.35635595702904566,10,16,0.00021645021645021645,False,0.7096398799457719,False
ctx-rh-parsopercularis,entropy_fullts_mean,98.0,0.6125,0.35635595702904566,10,16,0.00021645021645021645,False,0.7096398799457719,False
